Id,Address,ChannelType,User.UserId,User.UserAttributes.FirstName,User.UserAttributes.LastName,User.UserAttributes.Stage,User.UserAttributes.CLVTier,User.UserAttributes.PreferredChannel,User.UserAttributes.NextRecommendedOffer,User.UserAttributes.PlanType,Metrics.ChurnPrediction,Metrics.UpsellPrediction,Attributes.LastEngagement
example165,success+example165@simulator.amazonses.com,EMAIL,165,John165,Doe165,Usage,Low,Email,ProductX,Standard,0.20315289,0.687749167,2020-03-05T12:04:39.914Z
example166,success+example166@simulator.amazonses.com,EMAIL,166,John166,Doe166,Usage,Low,Email,ProductX,Standard,0.699022423,0.298380827,2020-03-05T12:04:39.914Z
example167,success+example167@simulator.amazonses.com,EMAIL,167,John167,Doe167,Upsell,High,Email,ProductX,Premium,0.375556204,0.196964805,2020-03-05T12:04:39.914Z
example168,success+example168@simulator.amazonses.com,EMAIL,168,John168,Doe168,Usage,High,Email,ProductX,Premium,0.575004582,0.623707209,2020-03-05T12:04:39.914Z
example169,success+example169@simulator.amazonses.com,EMAIL,169,John169,Doe169,Usage,High,Email,ProductX,Standard,0.23912153,0.489429519,2020-03-05T12:04:39.914Z
example170,success+example170@simulator.amazonses.com,EMAIL,170,John170,Doe170,Usage,High,Email,ProductX,Standard,0.548133022,0.20875665,2020-03-05T12:04:39.914Z
example171,success+example171@simulator.amazonses.com,EMAIL,171,John171,Doe171,Usage,Low,Email,ProductX,Standard,0.827559033,0.481588394,2020-03-05T12:04:39.914Z
example172,success+example172@simulator.amazonses.com,EMAIL,172,John172,Doe172,Renewal,High,Email,ProductX,Premium,0.754983402,0.056414837,2020-03-05T12:04:39.914Z
example173,success+example173@simulator.amazonses.com,EMAIL,173,John173,Doe173,Usage,High,Email,ProductX,Standard,0.148392055,0.313935414,2020-03-05T12:04:39.914Z
example174,success+example174@simulator.amazonses.com,EMAIL,174,John174,Doe174,Renewal,Low,Email,ProductX,Standard,0.220010101,0.513006911,2020-03-05T12:04:39.914Z
example175,success+example175@simulator.amazonses.com,EMAIL,175,John175,Doe175,Upsell,Low,Email,ProductX,Premium,0.092410434,0.906384936,2020-03-05T12:04:39.914Z
example176,success+example176@simulator.amazonses.com,EMAIL,176,John176,Doe176,Upsell,High,Email,ProductX,Standard,0.426681832,0.882825357,2020-03-05T12:04:39.914Z
example177,success+example177@simulator.amazonses.com,EMAIL,177,John177,Doe177,Upsell,High,Email,ProductX,Standard,0.664566927,0.571506383,2020-03-05T12:04:39.914Z
example178,success+example178@simulator.amazonses.com,EMAIL,178,John178,Doe178,Renewal,Low,Email,ProductX,Premium,0.18281847,0.520556526,2020-03-05T12:04:39.914Z
example179,success+example179@simulator.amazonses.com,EMAIL,179,John179,Doe179,Usage,High,Email,ProductX,Standard,0.623714497,0.064358717,2020-03-05T12:04:39.914Z
example180,success+example180@simulator.amazonses.com,EMAIL,180,John180,Doe180,Renewal,High,Email,ProductX,Standard,0.35795178,0.841209659,2020-03-05T12:04:39.914Z
example181,success+example181@simulator.amazonses.com,EMAIL,181,John181,Doe181,Upsell,Low,Email,ProductX,Standard,0.472743563,0.507813806,2020-03-05T12:04:39.914Z
example182,success+example182@simulator.amazonses.com,EMAIL,182,John182,Doe182,Upsell,High,Email,ProductX,Standard,0.964289142,0.464441181,2020-03-05T12:04:39.914Z
example183,success+example183@simulator.amazonses.com,EMAIL,183,John183,Doe183,Usage,Low,Email,ProductX,Standard,0.166899045,0.84195717,2020-03-05T12:04:39.914Z
example184,success+example184@simulator.amazonses.com,EMAIL,184,John184,Doe184,Usage,High,Email,ProductX,Standard,0.73154001,0.522149918,2020-03-05T12:04:39.914Z
example185,success+example185@simulator.amazonses.com,EMAIL,185,John185,Doe185,Usage,Low,Email,ProductX,Standard,0.028096095,0.993259734,2020-03-05T12:04:39.914Z
example186,success+example186@simulator.amazonses.com,EMAIL,186,John186,Doe186,Renewal,High,Email,ProductX,Premium,0.032566105,0.698389536,2020-03-05T12:04:39.914Z
example187,success+example187@simulator.amazonses.com,EMAIL,187,John187,Doe187,Usage,High,Email,ProductX,Premium,0.184795118,0.566281449,2020-03-05T12:04:39.914Z
example188,success+example188@simulator.amazonses.com,EMAIL,188,John188,Doe188,Upsell,High,Email,ProductX,Standard,0.226693669,0.75454304,2020-03-05T12:04:39.914Z
example189,success+example189@simulator.amazonses.com,EMAIL,189,John189,Doe189,Upsell,High,Email,ProductX,Standard,0.469974343,0.651505731,2020-03-05T12:04:39.914Z
example190,success+example190@simulator.amazonses.com,EMAIL,190,John190,Doe190,Upsell,Low,Email,ProductX,Standard,0.079002069,0.996866173,2020-03-05T12:04:39.914Z
example191,success+example191@simulator.amazonses.com,EMAIL,191,John191,Doe191,Usage,High,Email,ProductX,Premium,0.578802484,0.834436741,2020-03-05T12:04:39.914Z
example192,success+example192@simulator.amazonses.com,EMAIL,192,John192,Doe192,Usage,High,Email,ProductX,Standard,0.891732662,0.079854576,2020-03-05T12:04:39.914Z
example193,success+example193@simulator.amazonses.com,EMAIL,193,John193,Doe193,Upsell,High,Email,ProductX,Standard,0.909833228,0.387835608,2020-03-05T12:04:39.914Z
example194,success+example194@simulator.amazonses.com,EMAIL,194,John194,Doe194,Upsell,High,Email,ProductX,Premium,0.913643848,0.514215939,2020-03-05T12:04:39.914Z
example195,success+example195@simulator.amazonses.com,EMAIL,195,John195,Doe195,Usage,Low,Email,ProductX,Premium,0.805601261,0.742192808,2020-03-05T12:04:39.914Z
example196,success+example196@simulator.amazonses.com,EMAIL,196,John196,Doe196,Renewal,Low,Email,ProductX,Premium,0.551307474,0.656444098,2020-03-05T12:04:39.914Z
example197,success+example197@simulator.amazonses.com,EMAIL,197,John197,Doe197,Renewal,Low,Email,ProductX,Standard,0.335655025,0.603596019,2020-03-05T12:04:39.914Z
example198,success+example198@simulator.amazonses.com,EMAIL,198,John198,Doe198,Renewal,Low,Email,ProductX,Standard,0.499825307,0.319312454,2020-03-05T12:04:39.914Z
example199,success+example199@simulator.amazonses.com,EMAIL,199,John199,Doe199,Renewal,Low,Email,ProductX,Standard,0.545955744,0.146674605,2020-03-05T12:04:39.914Z
example200,success+example200@simulator.amazonses.com,EMAIL,200,John200,Doe200,Renewal,Low,Email,ProductX,Premium,0.745984471,0.245310342,2020-03-05T12:04:39.914Z
example201,success+example201@simulator.amazonses.com,EMAIL,201,John201,Doe201,Renewal,Low,Email,ProductX,Premium,0.981294254,0.269547478,2020-03-05T12:04:39.914Z
example202,success+example202@simulator.amazonses.com,EMAIL,202,John202,Doe202,Usage,Low,Email,ProductX,Standard,0.309373197,0.473519538,2020-03-05T12:04:39.914Z
example203,success+example203@simulator.amazonses.com,EMAIL,203,John203,Doe203,Upsell,Low,Email,ProductX,Premium,0.889596155,0.88981341,2020-03-05T12:04:39.914Z
example204,success+example204@simulator.amazonses.com,EMAIL,204,John204,Doe204,Upsell,Low,Email,ProductX,Premium,0.366991573,0.159758545,2020-03-05T12:04:39.914Z
example205,success+example205@simulator.amazonses.com,EMAIL,205,John205,Doe205,Usage,Low,Email,ProductX,Standard,0.801215678,0.651776835,2020-03-05T12:04:39.914Z
example206,success+example206@simulator.amazonses.com,EMAIL,206,John206,Doe206,Usage,High,Email,ProductX,Standard,0.855210695,0.034595654,2020-03-05T12:04:39.914Z
example207,success+example207@simulator.amazonses.com,EMAIL,207,John207,Doe207,Renewal,Low,Email,ProductX,Standard,0.325280784,0.445328009,2020-03-05T12:04:39.914Z
example208,success+example208@simulator.amazonses.com,EMAIL,208,John208,Doe208,Usage,Low,Email,ProductX,Standard,0.967604178,0.284832422,2020-03-05T12:04:39.914Z
example209,success+example209@simulator.amazonses.com,EMAIL,209,John209,Doe209,Usage,High,Email,ProductX,Premium,0.730951132,0.088739802,2020-03-05T12:04:39.914Z
example210,success+example210@simulator.amazonses.com,EMAIL,210,John210,Doe210,Renewal,High,Email,ProductX,Premium,0.039607129,0.883156559,2020-03-05T12:04:39.914Z
example211,success+example211@simulator.amazonses.com,EMAIL,211,John211,Doe211,Upsell,High,Email,ProductX,Premium,0.39380313,0.475389223,2020-03-05T12:04:39.914Z
example212,success+example212@simulator.amazonses.com,EMAIL,212,John212,Doe212,Upsell,Low,Email,ProductX,Premium,0.218927246,0.003871006,2020-03-05T12:04:39.914Z
example213,success+example213@simulator.amazonses.com,EMAIL,213,John213,Doe213,Renewal,Low,Email,ProductX,Standard,0.370775428,0.623531077,2020-03-05T12:04:39.914Z
example214,success+example214@simulator.amazonses.com,EMAIL,214,John214,Doe214,Upsell,Low,Email,ProductX,Standard,0.942749313,0.295551416,2020-03-05T12:04:39.914Z
example215,success+example215@simulator.amazonses.com,EMAIL,215,John215,Doe215,Upsell,Low,Email,ProductX,Premium,0.99376933,0.817868799,2020-03-05T12:04:39.914Z
example216,success+example216@simulator.amazonses.com,EMAIL,216,John216,Doe216,Usage,Low,Email,ProductX,Premium,0.869992988,0.329904624,2020-03-05T12:04:39.914Z
example217,success+example217@simulator.amazonses.com,EMAIL,217,John217,Doe217,Usage,High,Email,ProductX,Standard,0.614075969,0.296868885,2020-03-05T12:04:39.914Z
example218,success+example218@simulator.amazonses.com,EMAIL,218,John218,Doe218,Renewal,High,Email,ProductX,Premium,0.549490706,0.489222251,2020-03-05T12:04:39.914Z
example219,success+example219@simulator.amazonses.com,EMAIL,219,John219,Doe219,Renewal,Low,Email,ProductX,Premium,0.766256753,0.558314829,2020-03-05T12:04:39.914Z
example220,success+example220@simulator.amazonses.com,EMAIL,220,John220,Doe220,Usage,High,Email,ProductX,Standard,0.608344315,0.480151585,2020-03-05T12:04:39.914Z
example221,success+example221@simulator.amazonses.com,EMAIL,221,John221,Doe221,Renewal,Low,Email,ProductX,Standard,0.28883637,0.517051527,2020-03-05T12:04:39.914Z
example222,success+example222@simulator.amazonses.com,EMAIL,222,John222,Doe222,Usage,Low,Email,ProductX,Standard,0.642257592,0.204906236,2020-03-05T12:04:39.914Z
example223,success+example223@simulator.amazonses.com,EMAIL,223,John223,Doe223,Upsell,High,Email,ProductX,Standard,0.93048916,0.082289248,2020-03-05T12:04:39.914Z
example224,success+example224@simulator.amazonses.com,EMAIL,224,John224,Doe224,Usage,High,Email,ProductX,Premium,0.829241483,0.225323007,2020-03-05T12:04:39.914Z
example225,success+example225@simulator.amazonses.com,EMAIL,225,John225,Doe225,Usage,High,Email,ProductX,Premium,0.283932412,0.880520505,2020-03-05T12:04:39.914Z
example226,success+example226@simulator.amazonses.com,EMAIL,226,John226,Doe226,Upsell,Low,Email,ProductX,Premium,0.176423819,0.805592438,2020-03-05T12:04:39.914Z
example227,success+example227@simulator.amazonses.com,EMAIL,227,John227,Doe227,Renewal,High,Email,ProductX,Standard,0.852643198,0.769441152,2020-03-05T12:04:39.914Z
example228,success+example228@simulator.amazonses.com,EMAIL,228,John228,Doe228,Upsell,High,Email,ProductX,Standard,0.08008511,0.261694497,2020-03-05T12:04:39.914Z
example229,success+example229@simulator.amazonses.com,EMAIL,229,John229,Doe229,Upsell,High,Email,ProductX,Standard,0.688459857,0.98723031,2020-03-05T12:04:39.914Z
example230,success+example230@simulator.amazonses.com,EMAIL,230,John230,Doe230,Upsell,High,Email,ProductX,Premium,0.641047384,0.071951309,2020-03-05T12:04:39.914Z
example231,success+example231@simulator.amazonses.com,EMAIL,231,John231,Doe231,Upsell,High,Email,ProductX,Premium,0.645373238,0.716951564,2020-03-05T12:04:39.914Z
example232,success+example232@simulator.amazonses.com,EMAIL,232,John232,Doe232,Renewal,Low,Email,ProductX,Premium,0.91544486,0.061807551,2020-03-05T12:04:39.914Z
example233,success+example233@simulator.amazonses.com,EMAIL,233,John233,Doe233,Renewal,Low,Email,ProductX,Standard,0.498204402,0.899849854,2020-03-05T12:04:39.914Z
example234,success+example234@simulator.amazonses.com,EMAIL,234,John234,Doe234,Renewal,High,Email,ProductX,Standard,0.313456133,0.532664113,2020-03-05T12:04:39.914Z
example235,success+example235@simulator.amazonses.com,EMAIL,235,John235,Doe235,Renewal,High,Email,ProductX,Premium,0.024317339,0.046616481,2020-03-05T12:04:39.914Z
example236,success+example236@simulator.amazonses.com,EMAIL,236,John236,Doe236,Upsell,Low,Email,ProductX,Premium,0.087868849,0.968031321,2020-03-05T12:04:39.914Z
example237,success+example237@simulator.amazonses.com,EMAIL,237,John237,Doe237,Usage,Low,Email,ProductX,Premium,0.476029379,0.280153128,2020-03-05T12:04:39.914Z
example238,success+example238@simulator.amazonses.com,EMAIL,238,John238,Doe238,Usage,High,Email,ProductX,Standard,0.417715283,0.626513191,2020-03-05T12:04:39.914Z
example239,success+example239@simulator.amazonses.com,EMAIL,239,John239,Doe239,Renewal,Low,Email,ProductX,Standard,0.316225238,0.447064663,2020-03-05T12:04:39.914Z
example240,success+example240@simulator.amazonses.com,EMAIL,240,John240,Doe240,Upsell,High,Email,ProductX,Standard,0.193860646,0.587019383,2020-03-05T12:04:39.914Z
example241,success+example241@simulator.amazonses.com,EMAIL,241,John241,Doe241,Usage,Low,Email,ProductX,Premium,0.826226897,0.201242148,2020-03-05T12:04:39.914Z
example242,success+example242@simulator.amazonses.com,EMAIL,242,John242,Doe242,Upsell,Low,Email,ProductX,Standard,0.04289714,0.680189349,2020-03-05T12:04:39.914Z
example243,success+example243@simulator.amazonses.com,EMAIL,243,John243,Doe243,Usage,Low,Email,ProductX,Standard,0.490641177,0.675801546,2020-03-05T12:04:39.914Z
example244,success+example244@simulator.amazonses.com,EMAIL,244,John244,Doe244,Upsell,High,Email,ProductX,Premium,0.273515885,0.814669284,2020-03-05T12:04:39.914Z
example245,success+example245@simulator.amazonses.com,EMAIL,245,John245,Doe245,Usage,High,Email,ProductX,Standard,0.397332278,0.565130006,2020-03-05T12:04:39.914Z
example246,success+example246@simulator.amazonses.com,EMAIL,246,John246,Doe246,Renewal,Low,Email,ProductX,Standard,0.663691495,0.382545706,2020-03-05T12:04:39.914Z
example247,success+example247@simulator.amazonses.com,EMAIL,247,John247,Doe247,Renewal,High,Email,ProductX,Standard,0.519530293,0.762448548,2020-03-05T12:04:39.914Z
example248,success+example248@simulator.amazonses.com,EMAIL,248,John248,Doe248,Upsell,Low,Email,ProductX,Standard,0.185044293,0.771514362,2020-03-05T12:04:39.914Z
example249,success+example249@simulator.amazonses.com,EMAIL,249,John249,Doe249,Renewal,Low,Email,ProductX,Standard,0.186053753,0.515474018,2020-03-05T12:04:39.914Z
example250,success+example250@simulator.amazonses.com,EMAIL,250,John250,Doe250,Upsell,Low,Email,ProductX,Premium,0.443281486,0.692186639,2020-03-05T12:04:39.914Z
example251,success+example251@simulator.amazonses.com,EMAIL,251,John251,Doe251,Renewal,Low,Email,ProductX,Standard,0.700687072,0.049213129,2020-03-05T12:04:39.914Z
example252,success+example252@simulator.amazonses.com,EMAIL,252,John252,Doe252,Usage,High,Email,ProductX,Standard,0.881560949,0.380104351,2020-03-05T12:04:39.914Z
example253,success+example253@simulator.amazonses.com,EMAIL,253,John253,Doe253,Renewal,Low,Email,ProductX,Premium,0.702707705,0.814811235,2020-03-05T12:04:39.914Z
example254,success+example254@simulator.amazonses.com,EMAIL,254,John254,Doe254,Upsell,High,Email,ProductX,Standard,0.212470411,0.073706986,2020-03-05T12:04:39.914Z
example255,success+example255@simulator.amazonses.com,EMAIL,255,John255,Doe255,Usage,Low,Email,ProductX,Standard,0.759873274,0.817499387,2020-03-05T12:04:39.914Z
example256,success+example256@simulator.amazonses.com,EMAIL,256,John256,Doe256,Upsell,High,Email,ProductX,Standard,0.023739451,0.675477558,2020-03-05T12:04:39.914Z
example257,success+example257@simulator.amazonses.com,EMAIL,257,John257,Doe257,Upsell,Low,Email,ProductX,Standard,0.416173017,0.26894459,2020-03-05T12:04:39.914Z
example258,success+example258@simulator.amazonses.com,EMAIL,258,John258,Doe258,Renewal,Low,Email,ProductX,Premium,0.27076652,0.841426832,2020-03-05T12:04:39.914Z
example259,success+example259@simulator.amazonses.com,EMAIL,259,John259,Doe259,Usage,High,Email,ProductX,Premium,0.808880911,0.787715615,2020-03-05T12:04:39.914Z
example260,success+example260@simulator.amazonses.com,EMAIL,260,John260,Doe260,Upsell,High,Email,ProductX,Standard,0.826662965,0.532436011,2020-03-05T12:04:39.914Z
example261,success+example261@simulator.amazonses.com,EMAIL,261,John261,Doe261,Upsell,High,Email,ProductX,Premium,0.412009223,0.234749193,2020-03-05T12:04:39.914Z
example262,success+example262@simulator.amazonses.com,EMAIL,262,John262,Doe262,Upsell,High,Email,ProductX,Standard,0.858181614,0.313846656,2020-03-05T12:04:39.914Z
example263,success+example263@simulator.amazonses.com,EMAIL,263,John263,Doe263,Renewal,Low,Email,ProductX,Premium,0.341932096,0.624847953,2020-03-05T12:04:39.914Z
example264,success+example264@simulator.amazonses.com,EMAIL,264,John264,Doe264,Usage,High,Email,ProductX,Standard,0.41512998,0.840553407,2020-03-05T12:04:39.914Z
example265,success+example265@simulator.amazonses.com,EMAIL,265,John265,Doe265,Renewal,Low,Email,ProductX,Standard,0.341492525,0.497116111,2020-03-05T12:04:39.914Z
example266,success+example266@simulator.amazonses.com,EMAIL,266,John266,Doe266,Upsell,Low,Email,ProductX,Standard,0.74412302,0.67254028,2020-03-05T12:04:39.914Z
example267,success+example267@simulator.amazonses.com,EMAIL,267,John267,Doe267,Renewal,High,Email,ProductX,Premium,0.143969361,0.059025319,2020-03-05T12:04:39.914Z
example268,success+example268@simulator.amazonses.com,EMAIL,268,John268,Doe268,Usage,Low,Email,ProductX,Standard,0.276476081,0.424904997,2020-03-05T12:04:39.914Z
example269,success+example269@simulator.amazonses.com,EMAIL,269,John269,Doe269,Usage,High,Email,ProductX,Premium,0.801484768,0.343048936,2020-03-05T12:04:39.914Z
example270,success+example270@simulator.amazonses.com,EMAIL,270,John270,Doe270,Usage,High,Email,ProductX,Premium,0.485663039,0.644625881,2020-03-05T12:04:39.914Z
example271,success+example271@simulator.amazonses.com,EMAIL,271,John271,Doe271,Usage,High,Email,ProductX,Premium,0.037404344,0.563502739,2020-03-05T12:04:39.914Z
example272,success+example272@simulator.amazonses.com,EMAIL,272,John272,Doe272,Usage,High,Email,ProductX,Premium,0.451568641,0.074846979,2020-03-05T12:04:39.914Z
example273,success+example273@simulator.amazonses.com,EMAIL,273,John273,Doe273,Renewal,High,Email,ProductX,Standard,0.555271786,0.01034266,2020-03-05T12:04:39.914Z
example274,success+example274@simulator.amazonses.com,EMAIL,274,John274,Doe274,Upsell,High,Email,ProductX,Standard,0.479117055,0.480229943,2020-03-05T12:04:39.914Z
example275,success+example275@simulator.amazonses.com,EMAIL,275,John275,Doe275,Renewal,High,Email,ProductX,Premium,0.983236386,0.238714142,2020-03-05T12:04:39.914Z
example276,success+example276@simulator.amazonses.com,EMAIL,276,John276,Doe276,Usage,High,Email,ProductX,Premium,0.999743184,0.771700061,2020-03-05T12:04:39.914Z
example277,success+example277@simulator.amazonses.com,EMAIL,277,John277,Doe277,Renewal,Low,Email,ProductX,Standard,0.811643336,0.711809576,2020-03-05T12:04:39.914Z
example278,success+example278@simulator.amazonses.com,EMAIL,278,John278,Doe278,Usage,High,Email,ProductX,Standard,0.044588772,0.7889302,2020-03-05T12:04:39.914Z
example279,success+example279@simulator.amazonses.com,EMAIL,279,John279,Doe279,Usage,High,Email,ProductX,Standard,0.938660168,0.887597553,2020-03-05T12:04:39.914Z
example280,success+example280@simulator.amazonses.com,EMAIL,280,John280,Doe280,Upsell,Low,Email,ProductX,Standard,0.612007872,0.965557539,2020-03-05T12:04:39.914Z
example281,success+example281@simulator.amazonses.com,EMAIL,281,John281,Doe281,Usage,Low,Email,ProductX,Premium,0.711211212,0.515430041,2020-03-05T12:04:39.914Z
example282,success+example282@simulator.amazonses.com,EMAIL,282,John282,Doe282,Renewal,Low,Email,ProductX,Premium,0.890606417,0.02369291,2020-03-05T12:04:39.914Z
example283,success+example283@simulator.amazonses.com,EMAIL,283,John283,Doe283,Usage,Low,Email,ProductX,Standard,0.306473048,0.930854225,2020-03-05T12:04:39.914Z
example284,success+example284@simulator.amazonses.com,EMAIL,284,John284,Doe284,Upsell,Low,Email,ProductX,Premium,0.195106198,0.363182472,2020-03-05T12:04:39.914Z
example285,success+example285@simulator.amazonses.com,EMAIL,285,John285,Doe285,Upsell,Low,Email,ProductX,Standard,0.693372698,0.852159324,2020-03-05T12:04:39.914Z
example286,success+example286@simulator.amazonses.com,EMAIL,286,John286,Doe286,Renewal,High,Email,ProductX,Standard,0.840336267,0.972386392,2020-03-05T12:04:39.914Z
example287,success+example287@simulator.amazonses.com,EMAIL,287,John287,Doe287,Renewal,High,Email,ProductX,Standard,0.960189153,0.335983247,2020-03-05T12:04:39.914Z
example288,success+example288@simulator.amazonses.com,EMAIL,288,John288,Doe288,Upsell,Low,Email,ProductX,Premium,0.068486677,0.293124923,2020-03-05T12:04:39.914Z
example289,success+example289@simulator.amazonses.com,EMAIL,289,John289,Doe289,Renewal,Low,Email,ProductX,Premium,0.835931954,0.822746604,2020-03-05T12:04:39.914Z
example290,success+example290@simulator.amazonses.com,EMAIL,290,John290,Doe290,Upsell,High,Email,ProductX,Standard,0.275378096,0.347479099,2020-03-05T12:04:39.914Z
example291,success+example291@simulator.amazonses.com,EMAIL,291,John291,Doe291,Usage,High,Email,ProductX,Standard,0.600057571,0.04429043,2020-03-05T12:04:39.914Z
example292,success+example292@simulator.amazonses.com,EMAIL,292,John292,Doe292,Upsell,High,Email,ProductX,Standard,0.413827496,0.070979537,2020-03-05T12:04:39.914Z
example293,success+example293@simulator.amazonses.com,EMAIL,293,John293,Doe293,Renewal,High,Email,ProductX,Premium,0.524466154,0.871751725,2020-03-05T12:04:39.914Z
example294,success+example294@simulator.amazonses.com,EMAIL,294,John294,Doe294,Renewal,Low,Email,ProductX,Standard,0.377067877,0.388592751,2020-03-05T12:04:39.914Z
example295,success+example295@simulator.amazonses.com,EMAIL,295,John295,Doe295,Upsell,Low,Email,ProductX,Premium,0.524542849,0.239226083,2020-03-05T12:04:39.914Z
example296,success+example296@simulator.amazonses.com,EMAIL,296,John296,Doe296,Usage,High,Email,ProductX,Premium,0.818760349,0.927955256,2020-03-05T12:04:39.914Z
example297,success+example297@simulator.amazonses.com,EMAIL,297,John297,Doe297,Usage,Low,Email,ProductX,Standard,0.798258986,0.875217961,2020-03-05T12:04:39.914Z
example298,success+example298@simulator.amazonses.com,EMAIL,298,John298,Doe298,Usage,High,Email,ProductX,Standard,0.672210096,0.249667118,2020-03-05T12:04:39.914Z
example299,success+example299@simulator.amazonses.com,EMAIL,299,John299,Doe299,Renewal,Low,Email,ProductX,Premium,0.958115206,0.862073001,2020-03-05T12:04:39.914Z
example300,success+example300@simulator.amazonses.com,EMAIL,300,John300,Doe300,Upsell,Low,Email,ProductX,Standard,0.715559297,0.623138803,2020-03-05T12:04:39.914Z
example301,success+example301@simulator.amazonses.com,EMAIL,301,John301,Doe301,Upsell,Low,Email,ProductX,Standard,0.387550519,0.468280946,2020-03-05T12:04:39.914Z
example302,success+example302@simulator.amazonses.com,EMAIL,302,John302,Doe302,Upsell,High,Email,ProductX,Premium,0.724944368,0.047781484,2020-03-05T12:04:39.914Z
example303,success+example303@simulator.amazonses.com,EMAIL,303,John303,Doe303,Usage,High,Email,ProductX,Standard,0.695113273,0.04925075,2020-03-05T12:04:39.914Z
example304,success+example304@simulator.amazonses.com,EMAIL,304,John304,Doe304,Renewal,High,Email,ProductX,Standard,0.742592053,0.859649911,2020-03-05T12:04:39.914Z
example305,success+example305@simulator.amazonses.com,EMAIL,305,John305,Doe305,Renewal,High,Email,ProductX,Standard,0.987306125,0.211537901,2020-03-05T12:04:39.914Z
example306,success+example306@simulator.amazonses.com,EMAIL,306,John306,Doe306,Usage,High,Email,ProductX,Standard,0.725323347,0.739301555,2020-03-05T12:04:39.914Z
example307,success+example307@simulator.amazonses.com,EMAIL,307,John307,Doe307,Upsell,Low,Email,ProductX,Premium,0.422042741,0.914913198,2020-03-05T12:04:39.914Z
example308,success+example308@simulator.amazonses.com,EMAIL,308,John308,Doe308,Usage,High,Email,ProductX,Premium,0.006761278,0.171972567,2020-03-05T12:04:39.914Z
example309,success+example309@simulator.amazonses.com,EMAIL,309,John309,Doe309,Upsell,High,Email,ProductX,Standard,0.047527279,0.519891016,2020-03-05T12:04:39.914Z
example310,success+example310@simulator.amazonses.com,EMAIL,310,John310,Doe310,Renewal,Low,Email,ProductX,Standard,0.519861164,0.679490984,2020-03-05T12:04:39.914Z
example311,success+example311@simulator.amazonses.com,EMAIL,311,John311,Doe311,Upsell,Low,Email,ProductX,Standard,0.315568079,0.886492063,2020-03-05T12:04:39.914Z
example312,success+example312@simulator.amazonses.com,EMAIL,312,John312,Doe312,Upsell,Low,Email,ProductX,Standard,0.107901582,0.871701392,2020-03-05T12:04:39.914Z
example313,success+example313@simulator.amazonses.com,EMAIL,313,John313,Doe313,Usage,High,Email,ProductX,Standard,0.63216179,0.494060319,2020-03-05T12:04:39.914Z
example314,success+example314@simulator.amazonses.com,EMAIL,314,John314,Doe314,Upsell,Low,Email,ProductX,Standard,0.76995183,0.775709371,2020-03-05T12:04:39.914Z
example315,success+example315@simulator.amazonses.com,EMAIL,315,John315,Doe315,Upsell,High,Email,ProductX,Premium,0.580063322,0.243869703,2020-03-05T12:04:39.914Z
example316,success+example316@simulator.amazonses.com,EMAIL,316,John316,Doe316,Upsell,Low,Email,ProductX,Standard,0.163773361,0.730955237,2020-03-05T12:04:39.914Z
example317,success+example317@simulator.amazonses.com,EMAIL,317,John317,Doe317,Usage,Low,Email,ProductX,Standard,0.752065895,0.263097779,2020-03-05T12:04:39.914Z
example318,success+example318@simulator.amazonses.com,EMAIL,318,John318,Doe318,Upsell,High,Email,ProductX,Standard,0.914128446,0.071418457,2020-03-05T12:04:39.914Z
example319,success+example319@simulator.amazonses.com,EMAIL,319,John319,Doe319,Usage,Low,Email,ProductX,Premium,0.811257386,0.123769002,2020-03-05T12:04:39.914Z
example320,success+example320@simulator.amazonses.com,EMAIL,320,John320,Doe320,Renewal,Low,Email,ProductX,Standard,0.677711551,0.856074817,2020-03-05T12:04:39.914Z
example321,success+example321@simulator.amazonses.com,EMAIL,321,John321,Doe321,Renewal,High,Email,ProductX,Premium,0.132971012,0.975897773,2020-03-05T12:04:39.914Z
example322,success+example322@simulator.amazonses.com,EMAIL,322,John322,Doe322,Usage,High,Email,ProductX,Premium,0.3473306,0.879995629,2020-03-05T12:04:39.914Z
example323,success+example323@simulator.amazonses.com,EMAIL,323,John323,Doe323,Usage,Low,Email,ProductX,Premium,0.071392162,0.911898419,2020-03-05T12:04:39.914Z
example324,success+example324@simulator.amazonses.com,EMAIL,324,John324,Doe324,Upsell,High,Email,ProductX,Standard,0.177264256,0.104218868,2020-03-05T12:04:39.914Z
example325,success+example325@simulator.amazonses.com,EMAIL,325,John325,Doe325,Upsell,High,Email,ProductX,Premium,0.613141358,0.248107415,2020-03-05T12:04:39.914Z
example326,success+example326@simulator.amazonses.com,EMAIL,326,John326,Doe326,Upsell,Low,Email,ProductX,Premium,0.442343873,0.31984972,2020-03-05T12:04:39.914Z
example327,success+example327@simulator.amazonses.com,EMAIL,327,John327,Doe327,Upsell,Low,Email,ProductX,Premium,0.021096227,0.819187738,2020-03-05T12:04:39.914Z
example328,success+example328@simulator.amazonses.com,EMAIL,328,John328,Doe328,Upsell,High,Email,ProductX,Premium,0.034264677,0.33774872,2020-03-05T12:04:39.914Z
example329,success+example329@simulator.amazonses.com,EMAIL,329,John329,Doe329,Upsell,High,Email,ProductX,Standard,0.891085785,0.012028303,2020-03-05T12:04:39.914Z
example330,success+example330@simulator.amazonses.com,EMAIL,330,John330,Doe330,Upsell,Low,Email,ProductX,Premium,0.507921999,0.061041709,2020-03-05T12:04:39.914Z
